eps_0,eps_1,eps_2,lambda_0,lambda_1
0.52,0.3,0.18,1.008020422706675,0.4449710302847758
0.51,0.3,0.19,0.9437740856408134,0.4455447998081018
0.5,0.3,0.2,0.8871459425887158,0.44618739074461755
0.49,0.3,0.21,0.8371056680782177,0.4469079373639553
0.48,0.3,0.22,0.7928138405953811,0.4477164624349219
0.47,0.3,0.23,0.7535810631376704,0.4486236855518134
0.46,0.3,0.24,0.718837653819603,0.44964060704995856
0.45,0.3,0.25,0.6881111631294101,0.450777725759479
0.44,0.3,0.26,0.6610099395079924,0.45204367354561903
0.43,0.3,0.27,0.6372116640293235,0.453442944067146
0.42,0.3,0.28,0.6164563093229197,0.4549722621056516
0.41,0.3,0.29,0.5985433690765523,0.45661502733499854
0.4,0.3,0.3,0.5833333333333335,0.4583333333333328
0.39,0.3,0.31,0.5707528327944259,0.46005775446777525
0.38,0.3,0.32,0.5608007115056142,0.4616773586698276
0.37,0.3,0.33,0.5535473896443854,0.4630373769403801
0.36,0.3,0.34,0.5491137719633834,0.4639581234614528
0.35,0.3,0.35,0.5476190476190479,0.46428571428571563
0.34,0.3,0.36,0.5491137719633842,0.46395812346145615
0.33,0.3,0.37,0.5535473896443858,0.4630373769403801
0.32,0.3,0.38,0.560800711505613,0.4616773586698232
0.31,0.3,0.39,0.5707528327944251,0.46005775446777486
0.3,0.3,0.4,0.5833333333333344,0.4583333333333339
0.29,0.3,0.41,0.5985433690765501,0.4566150273349975
0.28,0.3,0.42,0.6164563093229197,0.4549722621056518
0.27,0.3,0.43,0.6372116640293227,0.4534429440671449
0.26,0.3,0.44,0.6610099395079951,0.4520436735456216
0.25,0.3,0.45,0.6881111631294086,0.45077772575947866
0.24,0.3,0.46,0.718837653819606,0.44964060704996006
0.23,0.3,0.47,0.7535810631376744,0.4486236855518161
0.22,0.3,0.48,0.7928138405953814,0.447716462434922
0.21,0.3,0.49,0.8371056680782187,0.4469079373639571
0.2,0.3,0.5,0.8871459425887143,0.44618739074461733
0.19,0.3,0.51,0.9437740856408193,0.4455447998081029
0.18,0.3,0.52,1.0080204227066762,0.44497103028477714
0.17,0.3,0.53,1.081161787352033,0.4444578944829646
0.16,0.3,0.54,1.1647981632253195,0.44399813307097413
0.15,0.3,0.55,1.2609600983884222,0.443585356157032
0.14,0.3,0.56,1.3722622251103391,0.443213965365857
0.13,0.3,0.57,1.5021276778382402,0.44287906980008485
0.12,0.3,0.58,1.6551247461787535,0.4425764032465327
0.11,0.3,0.59,1.8374871730568698,0.4423022465630584
0.1,0.3,0.6,2.057946642902718,0.4420533570972778
0.09,0.3,0.61,2.3291202709339194,0.44182690575100625
0.08,0.3,0.62,2.6699387181873826,0.4416204215975721
0.07,0.3,0.63,3.110155558006443,0.44143174358087767
0.06,0.3,0.64,3.699366021353462,0.44125897864656505
0.05,0.3,0.65,4.526848252352782,0.4411004655959134
0.04,0.3,0.66,5.771166468160488,0.44095474396087786
0.03,0.3,0.67,7.84898046778214,0.44082052724278764
0.02,0.3,0.68,12.010283712238525,0.44069667991850636
0.01,0.3,0.69,24.505069976227027,0.44058219768456475
0.68,0.31,0.01,24.50506769907056,0.4190309726559329
0.67,0.31,0.02,12.010274147982978,0.4193117932783954
0.66,0.31,0.03,7.848957851490672,0.4196149735337653
0.65,0.31,0.04,5.771124173417549,0.41994282410105477
0.64,0.31,0.05,4.526778669232963,0.4202979436702643
0.63,0.31,0.06,3.6992604164993645,0.42068325989593325
0.62,0.31,0.07,3.1100039141504436,0.42110207663296395
0.61,0.31,0.08,2.6697295500653824,0.4215581284116155
0.6,0.31,0.09,2.32884041412387,0.4220556432237966
0.59,0.31,0.1,2.057581011659024,0.4225994148035235
0.58,0.31,0.11,1.83701848271259,0.4231948856765314
0.57,0.31,0.12,1.6545331951575004,0.4238482423071254
0.56,0.31,0.13,1.501390583759026,0.4245665236496954
0.55,0.31,0.14,1.371353608897744,0.42535774426522227
0.54,0.31,0.15,1.2598502097262076,0.4262310328066549
0.53,0.31,0.16,1.1634529401283398,0.42719678598243066
0.52,0.31,0.17,1.0795422420919742,0.42826683687459643
0.51,0.31,0.18,1.006081945823161,0.4294546344003273
0.5,0.31,0.19,0.9414656593284841,0.43077542725895285
0.49,0.31,0.2,0.8844092544602133,0.43224644007567004
0.48,0.31,0.21,0.8338741164569039,0.4338870202558459
0.47,0.31,0.22,0.7890114239762314,0.43571871890765507
0.46,0.31,0.23,0.7491211517277554,0.4377652437841677
0.45,0.31,0.24,0.7136216565786737,0.440052178546774
0.44,0.31,0.25,0.6820271457992624,0.44260628528578067
0.43,0.31,0.26,0.6539313582239816,0.4454540650549166
0.42,0.31,0.27,0.6289966545312571,0.4486189795359893
0.41,0.31,0.28,0.6069486553417449,0.4521161979796017
0.4,0.31,0.29,0.5875779465987357,0.4559426318217294
0.39,0.31,0.3,0.5707528327944251,0.46005775446777647
0.38,0.31,0.31,0.5564516129032261,0.46434634974532946
0.37,0.31,0.32,0.5448287286583311,0.46854855992057115
0.36,0.31,0.33,0.5363201962145161,0.4721516187089102
0.35,0.31,0.34,0.5316918989224736,0.47433954591352706
0.34,0.31,0.35,0.5316918989224736,0.47433954591352445
0.33,0.31,0.36,0.5363201962145171,0.47215161870891453
0.32,0.31,0.37,0.5448287286583321,0.4685485599205706
0.31,0.31,0.38,0.5564516129032264,0.46434634974533184
0.3,0.31,0.39,0.5707528327944277,0.46005775446777564
0.29,0.31,0.4,0.5875779465987356,0.45594263182173056
0.28,0.31,0.41,0.6069486553417494,0.4521161979796011
0.27,0.31,0.42,0.6289966545312574,0.4486189795359903
0.26,0.31,0.43,0.6539313582239842,0.4454540650549162
0.25,0.31,0.44,0.6820271457992648,0.44260628528578244
0.24,0.31,0.45,0.713621656578678,0.4400521785467747
0.23,0.31,0.46,0.7491211517277518,0.4377652437841655
0.22,0.31,0.47,0.7890114239762264,0.4357187189076527
0.21,0.31,0.48,0.8338741164569077,0.43388702025584636
0.2,0.31,0.49,0.8844092544602107,0.43224644007566776
0.19,0.31,0.5,0.9414656593284768,0.43077542725895224
0.18,0.31,0.51,1.00608194582316,0.4294546344003257
0.17,0.31,0.52,1.079542242091971,0.42826683687459766
0.16,0.31,0.53,1.163452940128347,0.4271967859824324
0.15,0.31,0.54,1.2598502097262119,0.4262310328066521
0.14,0.31,0.55,1.371353608897745,0.42535774426522144
0.13,0.31,0.56,1.5013905837590327,0.4245665236496938
0.12,0.31,0.57,1.6545331951575144,0.42384824230712637
0.11,0.31,0.58,1.8370184827126002,0.42319488567652974
0.1,0.31,0.59,2.0575810116590514,0.42259941480352214
0.09,0.31,0.6,2.3288404141238916,0.4220556432237972
0.08,0.31,0.61,2.669729550065419,0.4215581284116148
0.07,0.31,0.62,3.1100039141504343,0.42110207663296695
0.06,0.31,0.63,3.6992604164994214,0.42068325989593225
0.05,0.31,0.64,4.526778669233048,0.4202979436702643
0.04,0.31,0.65,5.771124173417331,0.4199428241010539
0.03,0.31,0.66,7.8489578514909635,0.4196149735337631
0.02,0.31,0.67,12.010274147982788,0.4193117932783892
0.01,0.31,0.68,24.505067699075106,0.41903097265592315
0.67,0.32,0.01,24.505065619788013,0.39931870856996454
0.66,0.32,0.02,12.010265439946384,0.39977243884145075
0.65,0.32,0.03,7.848937322893267,0.400261395055459
0.64,0.32,0.04,5.771085907938773,0.4007890920612025
0.63,0.32,0.05,4.526715933480199,0.4013594633451998
0.62,0.32,0.06,3.6991655558314696,0.4019769172868033
0.61,0.32,0.07,3.1098682355266574,0.4026464014756921
0.6,0.32,0.08,2.6695431904392697,0.40337347622739855
0.59,0.32,0.09,2.3285921927754187,0.40416439856168646
0.58,0.32,0.1,2.0572582647233086,0.4050262180353045
0.57,0.32,0.11,1.8366068780179643,0.40596688593738245
0.56,0.32,0.12,1.654016525313954,0.4069953794479517
0.55,0.32,0.13,1.5007505352142945,0.4081218424080811
0.54,0.32,0.14,1.370569504353838,0.4093577443234091
0.53,0.32,0.15,1.2588987207963402,0.4107160590778714
0.52,0.32,0.16,1.162307766262702,0.41221146450653084
0.51,0.32,0.17,1.0781737503561801,0.41386056336931043
0.5,0.32,0.18,1.0044567636540536,0.41568212523483633
0.49,0.32,0.19,0.9395462082234406,0.41769734709342554
0.48,0.32,0.2,0.8821532055451452,0.41993012778819105
0.47,0.32,0.21,0.8312337371758549,0.422407346917356
0.46,0.32,0.22,0.785932765737801,0.4251591314954011
0.45,0.32,0.23,0.7455429963083028,0.4282190809863825
0.44,0.32,0.24,0.7094740863986049,0.43162439844987877
0.43,0.32,0.25,0.6772295170036988,0.4354158318335095
0.42,0.32,0.26,0.6483893164390351,0.43963724033752527
0.41,0.32,0.27,0.6225976179691455,0.4443344055177532
0.4,0.32,0.28,0.5995549000732652,0.44955224278387623
0.39,0.32,0.29,0.5790162487117309,0.4553283578311472
0.38,0.32,0.3,0.5608007115056138,0.46167735866982246
0.37,0.32,0.31,0.5448287286583319,0.4685485599205742
0.36,0.32,0.32,0.5312500000000002,0.4756944444444464
0.35,0.32,0.33,0.5209062946774489,0.4822051771840198
0.34,0.32,0.34,0.5165441176470592,0.48529411764706054
0.33,0.32,0.35,0.5209062946774484,0.482205177184022
0.32,0.32,0.36,0.5312499999999974,0.4756944444444424
0.31,0.32,0.37,0.5448287286583308,0.46854855992057
0.3,0.32,0.38,0.5608007115056142,0.46167735866982407
0.29,0.32,0.39,0.5790162487117312,0.45532835783115044
0.28,0.32,0.4,0.5995549000732671,0.4495522427838782
0.27,0.32,0.41,0.6225976179691465,0.4443344055177567
0.26,0.32,0.42,0.6483893164390337,0.4396372403375231
0.25,0.32,0.43,0.677229517003697,0.43541583183351
0.24,0.32,0.44,0.7094740863986049,0.4316243984498788
0.23,0.32,0.45,0.7455429963082967,0.4282190809863823
0.22,0.32,0.46,0.7859327657377958,0.42515913149539997
0.21,0.32,0.47,0.8312337371758509,0.42240734691735693
0.2,0.32,0.48,0.8821532055451493,0.41993012778819006
0.19,0.32,0.49,0.9395462082234507,0.41769734709342476
0.18,0.32,0.5,1.0044567636540511,0.41568212523483683
0.17,0.32,0.51,1.0781737503561808,0.4138605633693101
0.16,0.32,0.52,1.1623077662626868,0.41221146450652946
0.15,0.32,0.53,1.2588987207963365,0.41071605907787156
0.14,0.32,0.54,1.370569504353829,0.40935774432340866
0.13,0.32,0.55,1.500750535214286,0.40812184240808214
0.12,0.32,0.56,1.654016525313954,0.4069953794479486
0.11,0.32,0.57,1.8366068780179499,0.4059668859373813
0.1,0.32,0.58,2.057258264723316,0.4050262180353035
0.09,0.32,0.59,2.3285921927753916,0.40416439856168607
0.08,0.32,0.6,2.669543190439327,0.40337347622739816
0.07,0.32,0.61,3.1098682355265743,0.4026464014756903
0.06,0.32,0.62,3.699165555831463,0.4019769172868046
0.05,0.32,0.63,4.526715933480287,0.40135946334519756
0.04,0.32,0.64,5.771085907938576,0.40078909206120317
0.03,0.32,0.65,7.8489373228933985,0.40026139505545544
0.02,0.32,0.66,12.010265439946316,0.39977243884145786
0.01,0.32,0.67,24.505065619789033,0.39931870856997165
0.66,0.33,0.01,24.505063722108734,0.3812999142549147
0.65,0.33,0.02,12.010257515350977,0.38193362684006127
0.64,0.33,0.03,7.848918698396565,0.3826153925125211
0.63,0.33,0.04,5.771051304782201,0.38334984961897534
0.62,0.33,0.05,4.526659398749014,0.3841421652783381
0.61,0.33,0.06,3.6990803872634626,0.38499810255273526
0.6,0.33,0.07,3.109746899090214,0.3859240965807764
0.59,0.33,0.08,2.669377230309194,0.3869273408258795
0.58,0.33,0.09,2.328372133403793,0.3880158847083549
0.57,0.33,0.1,2.0569735047990596,0.3891987440047625
0.56,0.33,0.11,1.8362455762247123,0.39048602550689304
0.55,0.33,0.12,1.6535654779262454,0.3918890675283009
0.54,0.33,0.13,1.500195045695558,0.39342059792008693
0.53,0.33,0.14,1.369893245199334,0.3950949112982608
0.52,0.33,0.15,1.2580835878319043,0.3969280671797559
0.51,0.33,0.16,1.1613337253492526,0.3989381106578788
0.5,0.33,0.17,1.0770186757652298,0.4011453171046465
0.49,0.33,0.18,1.0030962659469538,0.4035724621503454
0.48,0.33,0.19,0.9379534467506976,0.4062451178426041
0.47,0.33,0.2,0.8802986757832656,0.40919197540951197
0.46,0.33,0.21,0.8290850145043347,0.4124451944171724
0.45,0.33,0.22,0.7834541722272048,0.4160407772677491
0.44,0.33,0.23,0.742695130698355,0.4200189667983476
0.43,0.33,0.24,0.706213110203524,0.42442466287611
0.42,0.33,0.25,0.6735060023580542,0.42930785045579845
0.41,0.33,0.26,0.6441462924648063,0.434724024210391
0.4,0.33,0.27,0.6177671065800621,0.44073457692161877
0.39,0.33,0.28,0.5940514714014395,0.4474070700570991
0.38,0.33,0.29,0.572724304607802,0.4548151553273016
0.37,0.33,0.3,0.5535473896443857,0.46303737694037805
0.36,0.33,0.31,0.5363201962145182,0.4721516187089145
0.35,0.33,0.32,0.5209062946774479,0.4822051771840224
0.34,0.33,0.33,0.5075757575757578,0.49286987522281633
0.33,0.33,0.34,0.5075757575757579,0.49286987522281717
0.32,0.33,0.35,0.5209062946774489,0.48220517718402256
0.31,0.33,0.36,0.5363201962145201,0.4721516187089129
0.3,0.33,0.37,0.5535473896443862,0.4630373769403814
0.29,0.33,0.38,0.5727243046078023,0.4548151553273021
0.28,0.33,0.39,0.5940514714014409,0.4474070700571015
0.27,0.33,0.4,0.6177671065800598,0.44073457692162044
0.26,0.33,0.41,0.6441462924648061,0.434724024210389
0.25,0.33,0.42,0.6735060023580512,0.4293078504557977
0.24,0.33,0.43,0.7062131102035264,0.42442466287611014
0.23,0.33,0.44,0.7426951306983537,0.4200189667983495
0.22,0.33,0.45,0.7834541722272035,0.4160407772677459
0.21,0.33,0.46,0.8290850145043323,0.41244519441717525
0.2,0.33,0.47,0.8802986757832651,0.40919197540951324
0.19,0.33,0.48,0.9379534467506903,0.406245117842605
0.18,0.33,0.49,1.0030962659469624,0.40357246215034537
0.17,0.33,0.5,1.0770186757652214,0.4011453171046463
0.16,0.33,0.51,1.161333725349254,0.3989381106578782
0.15,0.33,0.52,1.2580835878318928,0.39692806717975504
0.14,0.33,0.53,1.3698932451993187,0.3950949112982598
0.13,0.33,0.54,1.5001950456955733,0.3934205979200883
0.12,0.33,0.55,1.6535654779262199,0.3918890675283011
0.11,0.33,0.56,1.8362455762247156,0.39048602550689293
0.1,0.33,0.57,2.0569735047990814,0.38919874400476395
0.09,0.33,0.58,2.328372133403793,0.3880158847083566
0.08,0.33,0.59,2.6693772303091663,0.38692734082587865
0.07,0.33,0.6,3.1097468990902324,0.38592409658077553
0.06,0.33,0.61,3.6990803872634617,0.38499810255273514
0.05,0.33,0.62,4.526659398749054,0.38414216527834055
0.04,0.33,0.63,5.771051304782031,0.3833498496189769
0.03,0.33,0.64,7.848918698396656,0.38261539251252064
0.02,0.33,0.65,12.010257515350169,0.38193362684006615
0.01,0.33,0.66,24.50506372210817,0.3812999142549316
0.65,0.34,0.01,24.50506199187037,0.3648475103917015
0.64,0.34,0.02,12.010250311145807,0.3656688065013243
0.63,0.34,0.03,7.848901819710367,0.3665510280954103
0.62,0.34,0.04,5.771020049201613,0.36749987489706615
0.61,0.34,0.05,4.526608513659424,0.36852166956137467
0.6,0.34,0.06,3.699004018495555,0.369623432484827
0.59,0.34,0.07,3.109638536779033,0.37081296585591406
0.58,0.34,0.08,2.669229652402029,0.3720989480036506
0.57,0.34,0.09,2.328177347471202,0.3734910391817014
0.56,0.34,0.1,2.056722689075626,0.37499999999999994
0.55,0.34,0.11,1.8359290211424666,0.3766378237773146
0.54,0.34,0.12,1.6531725298123012,0.37841788413104976
0.53,0.34,0.13,1.499714054795262,0.3803550991362673
0.52,0.34,0.14,1.3693115207658044,0.38246611336477254
0.51,0.34,0.15,1.257387363700395,0.3847694990447025
0.5,0.34,0.16,1.1605081402011108,0.387285977445944
0.49,0.34,0.17,1.076047773198291,0.39003866137553633
0.48,0.34,0.18,1.00196302054148,0.39305331932779863
0.47,0.34,0.19,0.9366398236264721,0.3963586613218151
0.46,0.34,0.2,0.8787857328449925,0.399986645671639
0.45,0.34,0.21,0.8273530590120325,0.40397280466676966
0.44,0.34,0.22,0.7814829872349113,0.40835658495759974
0.43,0.34,0.23,0.7404642938372996,0.4131816943861032
0.42,0.34,0.24,0.7037024406699737,0.4184964388818437
0.41,0.34,0.25,0.6706961996620586,0.42435401554597457
0.4,0.34,0.26,0.6410198917595162,0.4308126874260031
0.39,0.34,0.27,0.6143100217066473,0.43793566289197516
0.38,0.34,0.28,0.5902557824592272,0.4457902148870796
0.37,0.34,0.29,0.5685941092472899,0.454444649592683
0.36,0.34,0.3,0.5491137719633815,0.4639581234614515
0.35,0.34,0.31,0.5316918989224734,0.4743395459135237
0.34,0.34,0.32,0.5165441176470571,0.4852941176470566
0.33,0.34,0.33,0.5075757575757553,0.4928698752228161
0.32,0.34,0.34,0.5165441176470585,0.48529411764705843
0.31,0.34,0.35,0.5316918989224734,0.47433954591352534
0.3,0.34,0.36,0.5491137719633835,0.46395812346145304
0.29,0.34,0.37,0.5685941092472895,0.4544446495926851
0.28,0.34,0.38,0.5902557824592218,0.4457902148870798
0.27,0.34,0.39,0.6143100217066455,0.43793566289197755
0.26,0.34,0.4,0.6410198917595141,0.43081268742600376
0.25,0.34,0.41,0.6706961996620542,0.4243540155459754
0.24,0.34,0.42,0.7037024406699788,0.4184964388818458
0.23,0.34,0.43,0.7404642938373018,0.41318169438610186
0.22,0.34,0.44,0.7814829872349084,0.4083565849576003
0.21,0.34,0.45,0.8273530590120368,0.4039728046667713
0.2,0.34,0.46,0.878785732844995,0.3999866456716358
0.19,0.34,0.47,0.9366398236264691,0.39635866132181663
0.18,0.34,0.48,1.0019630205414845,0.3930533193278003
0.17,0.34,0.49,1.0760477731982754,0.3900386613755371
0.16,0.34,0.5,1.160508140201113,0.3872859774459452
0.15,0.34,0.51,1.2573873637003916,0.3847694990447017
0.14,0.34,0.52,1.3693115207658089,0.3824661133647729
0.13,0.34,0.53,1.4997140547952361,0.3803550991362694
0.12,0.34,0.54,1.6531725298122935,0.3784178841310506
0.11,0.34,0.55,1.835929021142463,0.37663782377731625
0.1,0.34,0.56,2.0567226890756514,0.3749999999999989
0.09,0.34,0.57,2.328177347471188,0.37349103918170257
0.08,0.34,0.58,2.6692296524020325,0.3720989480036492
0.07,0.34,0.59,3.109638536779016,0.3708129658559143
0.06,0.34,0.6,3.699004018495456,0.36962343248482776
0.05,0.34,0.61,4.526608513659523,0.36852166956137733
0.04,0.34,0.62,5.771020049201632,0.36749987489706815
0.03,0.34,0.63,7.848901819710161,0.3665510280954134
0.02,0.34,0.64,12.010250311145747,0.3656688065013256
0.01,0.34,0.65,24.50506199186897,0.3648475103917015
0.64,0.35,0.01,24.505060416723428,0.3498502975622433
0.63,0.35,0.02,12.010243772581802,0.35086733852928376
0.62,0.35,0.03,7.848886550027968,0.3519583040426628
0.61,0.35,0.04,5.770991870514468,0.3531299093450131
0.6,0.35,0.05,4.526562806514587,0.3543895744377974
0.59,0.35,0.06,3.6989356904391664,0.3557455040725448
0.58,0.35,0.07,3.109541991660938,0.35720677681196855
0.57,0.35,0.08,2.6690987614777537,0.35878344403602724
0.56,0.35,0.09,2.3280054236997976,0.3604866397922654
0.55,0.35,0.1,2.0565024664397513,0.3623287023914205
0.54,0.35,0.11,1.835652641359209,0.3643233086167379
0.53,0.35,0.12,1.6528315394931261,0.3664856213334694
0.52,0.35,0.13,1.4992994170007705,0.36883245113109486
0.51,0.35,0.14,1.3688136460603575,0.3713824323710162
0.5,0.35,0.15,1.2567961673585735,0.37415621359381046
0.49,0.35,0.16,1.1598131343412317,0.37717666157713553
0.48,0.35,0.17,1.0752382056306726,0.3804690772824868
0.47,0.35,0.18,1.0010280765599202,0.3840614202317036
0.46,0.35,0.19,0.9355689137912527,0.3879845350482364
0.45,0.35,0.2,0.877568900733499,0.39227236910777075
0.44,0.35,0.21,0.8259815611922957,0.3969621617514256
0.43,0.35,0.22,0.7799501296660358,0.4020945698205204
0.42,0.35,0.23,0.7387666673724685,0.40771366389046704
0.41,0.35,0.24,0.7018418108787381,0.413866667634617
0.4,0.35,0.25,0.6686825356200883,0.4206031786656266
0.39,0.35,0.26,0.6388765191207088,0.42797329772910553
0.38,0.35,0.27,0.6120830721882435,0.43602330486549845
0.37,0.35,0.28,0.5880332295717704,0.44478530324675714
0.36,0.35,0.29,0.5665490014835174,0.45425012276388643
0.35,0.35,0.3,0.5476190476190481,0.4642857142857151
0.34,0.35,0.31,0.5316918989224724,0.4743395459135249
0.33,0.35,0.32,0.5209062946774493,0.4822051771840233
0.32,0.35,0.33,0.5209062946774481,0.48220517718402234
0.31,0.35,0.34,0.5316918989224749,0.4743395459135252
0.3,0.35,0.35,0.5476190476190477,0.46428571428571486
0.29,0.35,0.36,0.5665490014835182,0.4542501227638843
0.28,0.35,0.37,0.5880332295717701,0.44478530324676047
0.27,0.35,0.38,0.6120830721882474,0.4360233048654996
0.26,0.35,0.39,0.6388765191207099,0.4279732977291065
0.25,0.35,0.4,0.6686825356200875,0.42060317866562624
0.24,0.35,0.41,0.7018418108787398,0.41386666763461744
0.23,0.35,0.42,0.7387666673724692,0.40771366389046915
0.22,0.35,0.43,0.7799501296660353,0.4020945698205224
0.21,0.35,0.44,0.8259815611922887,0.39696216175142585
0.2,0.35,0.45,0.8775689007334995,0.39227236910777097
0.19,0.35,0.46,0.9355689137912444,0.38798453504823605
0.18,0.35,0.47,1.0010280765599175,0.38406142023170364
0.17,0.35,0.48,1.0752382056306755,0.38046907728248747
0.16,0.35,0.49,1.1598131343412212,0.3771766615771357
0.15,0.35,0.5,1.2567961673585772,0.3741562135938101
0.14,0.35,0.51,1.3688136460603406,0.3713824323710164
0.13,0.35,0.52,1.4992994170007858,0.36883245113109653
0.12,0.35,0.53,1.6528315394931266,0.36648562133346907
0.11,0.35,0.54,1.8356526413591936,0.364323308616739
0.1,0.35,0.55,2.05650246643975,0.36232870239142123
0.09,0.35,0.56,2.3280054236997656,0.3604866397922648
0.08,0.35,0.57,2.669098761477809,0.3587834440360309
0.07,0.35,0.58,3.1095419916609246,0.35720677681196866
0.06,0.35,0.59,3.6989356904391553,0.3557455040725439
0.05,0.35,0.6,4.526562806514596,0.35438957443779806
0.04,0.35,0.61,5.770991870514288,0.35312990934501265
0.03,0.35,0.62,7.848886550028134,0.3519583040426646
0.02,0.35,0.63,12.010243772581799,0.35086733852928553
0.01,0.35,0.64,24.50506041672304,0.3498502975622557
0.63,0.36,0.01,24.5050589858791,0.33621085539034645
0.62,0.36,0.02,12.010237852046027,0.3374323988500567
0.61,0.36,0.03,7.848872770914365,0.33874107243713025
0.6,0.36,0.04,5.7709665355222075,0.34014457558890165
0.59,0.36,0.05,4.5265218730279555,0.34165138497581493
0.58,0.36,0.06,3.698874756042069,0.34327083782767265
0.57,0.36,0.07,3.109456283282124,0.34501322381897537
0.56,0.36,0.08,2.668983129739221,0.34688988613379423
0.55,0.36,0.09,2.3278543444935282,0.34891333227414295
0.54,0.36,0.1,2.056310052339395,0.35109735506801376
0.53,0.36,0.11,1.8354126662288006,0.3534571641504665
0.52,0.36,0.12,1.652537480649408,0.3560095278976031
0.51,0.36,0.13,1.498944520619554,0.3587729253331863
0.5,0.36,0.14,1.368391023345329,0.36176770681340076
0.49,0.36,0.15,1.256298931560571,0.3650162611831966
0.48,0.36,0.16,1.1592345924302874,0.36854318534749353
0.47,0.36,0.17,1.074572123957704,0.37237544939787975
0.46,0.36,0.18,1.0002690483574355,0.3765425458454607
0.45,0.36,0.19,0.9347128698945398,0.3810766037896715
0.44,0.36,0.2,0.8766138271632522,0.3860124354630132
0.43,0.36,0.21,0.8249285251966985,0.3913874585611466
0.42,0.36,0.22,0.7788047830955225,0.3972413929506539
0.41,0.36,0.23,0.7375415206934199,0.40361554305113023
0.4,0.36,0.24,0.7005598126237584,0.4105512984873542
0.39,0.36,0.25,0.6673829873165389,0.41808709815354406
0.38,0.36,0.26,0.637625438175426,0.4262522046495838
0.37,0.36,0.27,0.6109926602593675,0.4350533857866801
0.36,0.36,0.28,0.5873015873015887,0.4444444444444463
0.35,0.36,0.29,0.5665490014835184,0.4542501227638867
0.34,0.36,0.3,0.5491137719633828,0.46395812346145243
0.33,0.36,0.31,0.5363201962145177,0.4721516187089116
0.32,0.36,0.32,0.5312499999999998,0.4756944444444447
0.31,0.36,0.33,0.5363201962145175,0.4721516187089114
0.3,0.36,0.34,0.5491137719633827,0.4639581234614537
0.29,0.36,0.35,0.5665490014835161,0.454250122763885
0.28,0.36,0.36,0.5873015873015873,0.44444444444444486
0.27,0.36,0.37,0.6109926602593652,0.43505338578667896
0.26,0.36,0.38,0.6376254381754259,0.4262522046495846
0.25,0.36,0.39,0.6673829873165388,0.41808709815354517
0.24,0.36,0.4,0.7005598126237575,0.41055129848735356
0.23,0.36,0.41,0.7375415206934206,0.4036155430511309
0.22,0.36,0.42,0.7788047830955207,0.3972413929506537
0.21,0.36,0.43,0.824928525196704,0.3913874585611469
0.2,0.36,0.44,0.8766138271632504,0.38601243546301234
0.19,0.36,0.45,0.9347128698945448,0.3810766037896718
0.18,0.36,0.46,1.000269048357437,0.37654254584546254
0.17,0.36,0.47,1.0745721239576982,0.37237544939787903
0.16,0.36,0.48,1.1592345924302827,0.3685431853474914
0.15,0.36,0.49,1.256298931560568,0.36501626118319574
0.14,0.36,0.5,1.3683910233453076,0.36176770681339965
0.13,0.36,0.51,1.4989445206195455,0.3587729253331857
0.12,0.36,0.52,1.652537480649407,0.3560095278976021
0.11,0.36,0.53,1.8354126662288153,0.35345716415046646
0.1,0.36,0.54,2.056310052339364,0.3510973550680141
0.09,0.36,0.55,2.3278543444935256,0.34891333227414423
0.08,0.36,0.56,2.66898312973921,0.34688988613379235
0.07,0.36,0.57,3.109456283282143,0.34501322381897426
0.06,0.36,0.58,3.698874756042046,0.34327083782767076
0.05,0.36,0.59,4.526521873027858,0.34165138497581227
0.04,0.36,0.6,5.770966535522198,0.3401445755889041
0.03,0.36,0.61,7.848872770914469,0.33874107243712803
0.02,0.36,0.62,12.01023785204609,0.3374323988500514
0.01,0.36,0.63,24.50505898587816,0.33621085539034823
0.62,0.37,0.01,24.505057689909705,0.323843792217577
0.61,0.37,0.02,12.010232508098095,0.3252792331513703
0.6,0.37,0.03,7.8488603797579515,0.32681529591774305
0.59,0.37,0.04,5.770943843158057,0.3284606460769419
0.58,0.37,0.05,4.5264853664101175,0.33022479202416544
0.57,0.37,0.06,3.6988206633117757,0.3321181702586453
0.56,0.37,0.07,3.1093805801033163,0.3341522384295099
0.55,0.37,0.08,2.6688815537668877,0.33633957645423984
0.54,0.37,0.09,2.327722420577084,0.33869399583933146
0.53,0.37,0.1,2.056143131811179,0.341230657072039
0.52,0.37,0.11,1.8352059846202062,0.34396619455197297
0.51,0.37,0.12,1.6522862395188995,0.3469188479214833
0.5,0.37,0.13,1.4986440010281272,0.35010859772447284
0.49,0.37,0.14,1.3680367411263978,0.3535573018962168
0.48,0.37,0.15,1.255886848307011,0.35728882736866396
0.47,0.37,0.16,1.1587614017223926,0.3613291675703063
0.46,0.37,0.17,1.0740356408919005,0.3657065309474613
0.45,0.37,0.18,0.9996687438152347,0.37045137630488356
0.44,0.37,0.19,0.9340506125863159,0.3755963549553908
0.43,0.37,0.2,0.8758949324343486,0.3811760920785372
0.42,0.37,0.21,0.8241632714662174,0.38722668992374265
0.41,0.37,0.22,0.7780106672489563,0.39378474235133204
0.4,0.37,0.23,0.7367467289372445,0.4008854684775626
0.39,0.37,0.24,0.6998087817284229,0.408559201639556
0.38,0.37,0.25,0.6667457430386382,0.4168246694791413
0.37,0.37,0.26,0.637214137214139,0.4256756756756778
