eps_0,eps_1,eps_2,lambda_0,lambda_1
0.31,0.1,0.59,2.0575810116590243,0.42259941480352126
0.3,0.1,0.6,2.0579466429027207,0.44205335709727955
0.29,0.1,0.61,2.058361124083458,0.4635439070075529
0.28,0.1,0.62,2.0588317732870447,0.48725117602170775
0.27,0.1,0.63,2.05936764346757,0.5133836792837525
0.26,0.1,0.64,2.059980044715631,0.5421834168228301
0.25,0.1,0.65,2.0606832693350174,0.5739321152803654
0.24,0.1,0.66,2.061495617224367,0.6089589282301799
0.23,0.1,0.67,2.062440876392032,0.6476499737053005
0.22,0.1,0.68,2.063550511483536,0.6904601837036313
0.21,0.1,0.69,2.064866986648518,0.7379280444073908
0.2,0.1,0.7,2.066448967838993,0.7906938893038646
0.19,0.1,0.71,2.0683797615215207,0.8495223882190386
0.18,0.1,0.72,2.070781581549809,0.9153295295613002
0.17,0.1,0.73,2.073840875996403,0.9892131127223767
0.16,0.1,0.74,2.0778559838911153,1.0724818539467367
0.15,0.1,0.75,2.083333333333333,1.1666666666666652
0.14,0.1,0.76,2.0911989010570116,1.2734627530783431
0.13,0.1,0.77,2.10331319688333,1.394439050868903
0.12,0.1,0.78,2.1238778159461686,1.5299683378999953
0.11,0.1,0.79,2.1636074270457555,1.675575541884068
0.1,0.1,0.8,2.249999999999992,1.8124999999999991
0.09,0.1,0.81,2.4281342511919086,1.908285501894541
0.08,0.1,0.82,2.721100604378924,1.9587774444015347
0.07,0.1,0.83,3.137947671575951,1.9846857191297353
0.06,0.1,0.84,3.714864222764113,1.999421491521662
0.05,0.1,0.85,4.535417373977251,2.0087002730815873
0.04,0.1,0.86,5.77568422436762,2.0150134500511974
0.03,0.1,0.87,7.851126996285316,2.0195626588869526
0.02,0.1,0.88,12.011105071391235,2.022985837699509
0.01,0.1,0.89,24.505249429916795,2.025649446490638
0.88,0.11,0.01,24.50522254280714,1.801595639011015
0.87,0.11,0.02,12.010973390679075,1.7991102038872389
0.86,0.11,0.03,7.850754893022761,1.7960033874564405
0.85,0.11,0.04,5.774826299735357,1.7920186200507442
0.84,0.11,0.05,4.533605216883658,1.7867411034626606
0.83,0.11,0.06,3.7111380272043464,1.7794607314667046
0.82,0.11,0.07,3.130156897777627,1.7688769951587104
0.81,0.11,0.08,2.7039426715929644,1.752426576442953
0.8,0.11,0.09,2.388228741935286,1.724776308569762
0.79,0.11,0.1,2.1636074270457484,1.6755755418840537
0.78,0.11,0.11,2.0227272727272716,1.5932400932400927
0.77,0.11,0.12,1.9475001006615895,1.4832358300743365
0.76,0.11,0.13,1.9089176863717872,1.3658338778534622
0.75,0.11,0.14,1.8875309760953762,1.2542439156795184
0.74,0.11,0.15,1.874450715703269,1.1527810615285077
0.73,0.11,0.16,1.8657743950559356,1.0619186310959927
0.72,0.11,0.17,1.8596532394891538,0.980884490754457
0.71,0.11,0.18,1.8551283815215156,0.9086004561509857
0.7,0.11,0.19,1.8516612532532422,0.8439983503010989
0.69,0.11,0.2,1.8489287752448842,0.7861173380620974
0.68,0.11,0.21,1.8467264139873825,0.7341241080396114
0.67,0.11,0.22,1.8449188182469145,0.6873064192022036
0.66,0.11,0.23,1.8434130582892423,0.6450586149650364
0.65,0.11,0.24,1.842143325048842,0.6068659989604794
0.64,0.11,0.25,1.8410617753708292,0.5722904973564444
0.63,0.11,0.26,1.840132836976503,0.5409582941146291
0.62,0.11,0.27,1.8393295443292905,0.5125494607755219
0.61,0.11,0.28,1.8386311110000262,0.48678937015816115
0.6,0.11,0.29,1.8380212793718405,0.46344162553934365
0.59,0.11,0.3,1.83748717305687,0.4423022465630595
0.58,0.11,0.31,1.8370184827125893,0.4231948856765295
0.57,0.11,0.32,1.8366068780179616,0.40596688593738106
0.56,0.11,0.33,1.8362455762247094,0.3904860255068914
0.55,0.11,0.34,1.83592902114247,0.37663782377731647
0.54,0.11,0.35,1.8356526413592096,0.36432330861673745
0.53,0.11,0.36,1.8354126662287988,0.35345716415046513
0.52,0.11,0.37,1.8352059846202056,0.34396619455196986
0.51,0.11,0.38,1.8350300357942337,0.33578805220651353
0.5,0.11,0.39,1.8348827247821944,0.32887018897071885
0.49,0.11,0.4,1.8347623567466995,0.3231689976132266
0.48,0.11,0.41,1.8346675863036201,0.31864911731796397
0.47,0.11,0.42,1.8345973788707008,0.3152828827116885
0.46,0.11,0.43,1.834550981912166,0.3130499005218852
0.45,0.11,0.44,1.8345279045584724,0.3119367419061734
0.44,0.11,0.45,1.8345279045584724,0.3119367419061765
0.43,0.11,0.46,1.834550981912164,0.3130499005218832
0.42,0.11,0.47,1.8345973788707006,0.31528288271168714
0.41,0.11,0.48,1.834667586303619,0.31864911731796264
0.4,0.11,0.49,1.8347623567466993,0.3231689976132255
0.39,0.11,0.5,1.834882724782194,0.3288701889707173
0.38,0.11,0.51,1.8350300357942355,0.33578805220651553
0.37,0.11,0.52,1.8352059846202053,0.3439661945519734
0.36,0.11,0.53,1.8354126662287993,0.3534571641504689
0.35,0.11,0.54,1.8356526413592107,0.3643233086167368
0.34,0.11,0.55,1.8359290211424704,0.376637823777316
0.33,0.11,0.56,1.8362455762247083,0.39048602550689204
0.32,0.11,0.57,1.8366068780179625,0.40596688593738284
0.31,0.11,0.58,1.8370184827125906,0.42319488567653485
0.3,0.11,0.59,1.837487173056869,0.44230224656305817
0.29,0.11,0.6,1.8380212793718407,0.4634416255393423
0.28,0.11,0.61,1.8386311110000269,0.4867893701581607
0.27,0.11,0.62,1.839329544329291,0.5125494607755257
0.26,0.11,0.63,1.8401328369765038,0.540958294114632
0.25,0.11,0.64,1.8410617753708298,0.572290497356444
0.24,0.11,0.65,1.842143325048843,0.6068659989604859
0.23,0.11,0.66,1.843413058289243,0.6450586149650419
0.22,0.11,0.67,1.8449188182469136,0.6873064192021987
0.21,0.11,0.68,1.8467264139873825,0.7341241080396077
0.2,0.11,0.69,1.8489287752448855,0.7861173380620918
0.19,0.11,0.7,1.8516612532532433,0.8439983503010984
0.18,0.11,0.71,1.8551283815215174,0.9086004561509857
0.17,0.11,0.72,1.8596532394891512,0.9808844907544554
0.16,0.11,0.73,1.8657743950559342,1.0619186310959914
0.15,0.11,0.74,1.8744507157032715,1.1527810615285181
0.14,0.11,0.75,1.8875309760953705,1.2542439156794971
0.13,0.11,0.76,1.908917686371787,1.365833877853464
0.12,0.11,0.77,1.9475001006615895,1.4832358300743393
0.11,0.11,0.78,2.0227272727272894,1.5932400932400967
0.1,0.11,0.79,2.1636074270457373,1.675575541884052
0.09,0.11,0.8,2.388228741935307,1.724776308569764
0.08,0.11,0.81,2.7039426715929635,1.7524265764429527
0.07,0.11,0.82,3.13015689777763,1.768876995158708
0.06,0.11,0.83,3.711138027204475,1.7794607314667004
0.05,0.11,0.84,4.533605216883692,1.78674110346267
0.04,0.11,0.85,5.774826299735425,1.7920186200507444
0.03,0.11,0.86,7.850754893022778,1.796003387456443
0.02,0.11,0.87,12.010973390678934,1.7991102038872362
0.01,0.11,0.88,24.505222542808056,1.8015956390110048
0.87,0.12,0.01,24.50520060971351,1.6154890454587922
0.86,0.12,0.02,12.010868332041332,1.6131626757106532
0.85,0.12,0.03,7.850466129014,1.6103181847115224
0.84,0.12,0.04,5.774183639878313,1.6067687410740747
0.83,0.12,0.05,4.5323091432328315,1.6022290093776093
0.82,0.12,0.06,3.7086340604797066,1.5962439883007749
0.81,0.12,0.07,3.1253526211362272,1.5880512589343123
0.8,0.12,0.08,2.6945307041799844,1.5763026291533482
0.79,0.12,0.09,2.369069751738813,1.5584970555748308
0.78,0.12,0.1,2.123877815946168,1.5299683378999895
0.77,0.12,0.11,1.9475001006615889,1.4832358300743413
0.76,0.12,0.12,1.8333333333333335,1.4122807017543826
0.75,0.12,0.13,1.7674840430023755,1.322259546741216
0.74,0.12,0.14,1.730649422645112,1.2262360342403493
0.73,0.12,0.15,1.7089539349472216,1.1335118184774362
0.72,0.12,0.16,1.695190297537992,1.0478652580175614
0.71,0.12,0.17,1.6858562433533615,0.97017800133043
0.7,0.12,0.18,1.679178340799742,0.9001867385653373
0.69,0.12,0.19,1.6741962931123704,0.8372453544848804
0.68,0.12,0.2,1.6703549531191544,0.7806254390377078
0.67,0.12,0.21,1.6673145422557183,0.7296293099120137
0.66,0.12,0.22,1.664856813899763,0.6836280345850847
0.65,0.12,0.23,1.6628357751075697,0.6420694645802776
0.64,0.12,0.24,1.6611503618529633,0.6044746381470363
0.63,0.12,0.25,1.6597285468161418,0.5704301833425883
0.62,0.12,0.26,1.6585177041714594,0.539579897151949
0.61,0.12,0.27,1.657478552570495,0.5116167722625333
0.6,0.12,0.28,1.6565812251164047,0.486275917740737
0.59,0.12,0.29,1.6558026476058583,0.4633284648040348
0.58,0.12,0.3,1.6551247461787546,0.4425764032465296
0.57,0.12,0.31,1.6545331951575026,0.4238482423071255
0.56,0.12,0.32,1.654016525313954,0.4069953794479477
0.55,0.12,0.33,1.653565477926243,0.3918890675283002
0.54,0.12,0.34,1.6531725298123048,0.3784178841310506
0.53,0.12,0.35,1.6528315394931252,0.3664856213334686
0.52,0.12,0.36,1.6525374806494064,0.3560095278976021
0.51,0.12,0.37,1.6522862395188989,0.34691884792148286
0.5,0.12,0.38,1.6520744598810122,0.3391536102944266
0.49,0.12,0.39,1.651899424034759,0.33266363195687054
0.48,0.12,0.4,1.6517589614713672,0.32740770519530016
0.47,0.12,0.41,1.6516513792662766,0.323352945245053
0.46,0.12,0.42,1.651575409886325,0.3204742795546702
0.45,0.12,0.43,1.6515301733380319,0.31875406438806597
0.44,0.12,0.44,1.6515151515151514,0.31818181818181723
0.43,0.12,0.45,1.651530173338033,0.31875406438806997
0.42,0.12,0.46,1.6515754098863242,0.32047427955466823
0.41,0.12,0.47,1.6516513792662757,0.32335294524505276
0.4,0.12,0.48,1.6517589614713664,0.32740770519529816
0.39,0.12,0.49,1.6518994240347586,0.33266363195686455
0.38,0.12,0.5,1.652074459881011,0.33915361029442326
0.37,0.12,0.51,1.6522862395188993,0.3469188479214804
0.36,0.12,0.52,1.652537480649405,0.3560095278976019
0.35,0.12,0.53,1.652831539493126,0.36648562133346796
0.34,0.12,0.54,1.6531725298123037,0.3784178841310466
0.33,0.12,0.55,1.653565477926244,0.39188906752830466
0.32,0.12,0.56,1.6540165253139518,0.4069953794479475
0.31,0.12,0.57,1.6545331951575017,0.4238482423071226
0.3,0.12,0.58,1.6551247461787553,0.44257640324653313
0.29,0.12,0.59,1.6558026476058576,0.4633284648040368
0.28,0.12,0.6,1.6565812251164067,0.48627591774073986
0.27,0.12,0.61,1.657478552570494,0.5116167722625273
0.26,0.12,0.62,1.6585177041714594,0.5395798971519492
0.25,0.12,0.63,1.6597285468161418,0.5704301833425842
0.24,0.12,0.64,1.6611503618529622,0.6044746381470345
0.23,0.12,0.65,1.6628357751075684,0.642069464580274
0.22,0.12,0.66,1.6648568138997624,0.6836280345850902
0.21,0.12,0.67,1.66731454225572,0.7296293099120166
0.2,0.12,0.68,1.6703549531191544,0.7806254390377063
0.19,0.12,0.69,1.674196293112371,0.8372453544848892
0.18,0.12,0.7,1.6791783407997436,0.9001867385653355
0.17,0.12,0.71,1.6858562433533613,0.9701780013304284
0.16,0.12,0.72,1.6951902975379876,1.0478652580175596
0.15,0.12,0.73,1.7089539349472207,1.133511818477434
0.14,0.12,0.74,1.730649422645104,1.2262360342403322
0.13,0.12,0.75,1.7674840430023675,1.3222595467412106
0.12,0.12,0.76,1.8333333333333157,1.4122807017543793
0.11,0.12,0.77,1.9475001006615862,1.48323583007434
0.1,0.12,0.78,2.123877815946149,1.529968337899989
0.09,0.12,0.79,2.3690697517388046,1.558497055574832
0.08,0.12,0.8,2.694530704180004,1.5763026291533477
0.07,0.12,0.81,3.1253526211361473,1.5880512589343132
0.06,0.12,0.82,3.7086340604796866,1.5962439883007793
0.05,0.12,0.83,4.532309143232883,1.6022290093776068
0.04,0.12,0.84,5.77418363987835,1.606768741074067
0.03,0.12,0.85,7.85046612901422,1.6103181847115207
0.02,0.12,0.86,12.010868332040104,1.6131626757106483
0.01,0.12,0.87,24.50520060971361,1.6154890454587827
0.86,0.13,0.01,24.505182394286187,1.4585922032095384
0.85,0.13,0.02,12.010782646475066,1.4564119236607236
0.84,0.13,0.03,7.85023575482121,1.4537935492081449
0.83,0.13,0.04,5.77368477616919,1.4505969661848162
0.82,0.13,0.05,4.531337314578368,1.446617657279045
0.81,0.13,0.06,3.706838645943539,1.4415469191086905
0.8,0.13,0.07,3.1221045816228514,1.4349009128826442
0.79,0.13,0.08,2.68864262488019,1.4258899943992625
0.78,0.13,0.09,2.358192327230289,1.4131751941372293
0.77,0.13,0.1,2.103313196883331,1.3944390508689144
0.76,0.13,0.11,1.9089176863717845,1.3658338778534593
0.75,0.13,0.12,1.7674840430023753,1.3222595467412108
0.74,0.13,0.13,1.6730769230769225,1.2609147609147615
0.73,0.13,0.14,1.6151114736114265,1.1861454886044425
0.72,0.13,0.15,1.5803451572507714,1.106620654715043
0.71,0.13,0.16,1.5587562081979611,1.0289333909353018
0.7,0.13,0.17,1.5445784878886037,0.9562295276252981
0.69,0.13,0.18,1.534748470944279,0.8895361816012481
0.68,0.13,0.19,1.5276131805954267,0.8289002749892393
0.67,0.13,0.2,1.5222378029133787,0.7739734485217546
0.66,0.13,0.21,1.5180653902992465,0.7242756020417499
0.65,0.13,0.22,1.5147476587341886,0.6793082853217567
0.64,0.13,0.23,1.5120573442995986,0.6386011005164567
0.63,0.13,0.24,1.5098406093054706,0.6017283772635192
0.62,0.13,0.25,1.5079899866373532,0.5683127428911843
0.61,0.13,0.26,1.5064283425257117,0.5380231076634463
0.6,0.13,0.27,1.5050990083166789,0.5105705073528388
0.59,0.13,0.28,1.5039595034752948,0.48570337601809443
0.58,0.13,0.29,1.5029774239342155,0.46320294741857015
0.57,0.13,0.3,1.5021276778382422,0.4428790698000826
0.56,0.13,0.31,1.5013905837590253,0.42456652364969494
0.55,0.13,0.32,1.5007505352142958,0.4081218424080808
0.54,0.13,0.33,1.5001950456955562,0.39342059792008555
0.53,0.13,0.34,1.4997140547952612,0.38035509913626875
0.52,0.13,0.35,1.4992994170007716,0.36883245113109475
0.51,0.13,0.36,1.4989445206195533,0.35877292533318506
0.5,0.13,0.37,1.498644001028127,0.35010859772447267
0.49,0.13,0.38,1.498393523465088,0.34278221808659337
0.48,0.13,0.39,1.4981896180007097,0.3367462794351872
0.47,0.13,0.4,1.4980295543937805,0.3319622623001641
0.46,0.13,0.41,1.4979112480947052,0.32840003341275814
0.45,0.13,0.42,1.4978331911883502,0.32603738268222604
0.44,0.13,0.43,1.497794403928777,0.3248596861671764
0.43,0.13,0.44,1.4977944039287765,0.3248596861671782
0.42,0.13,0.45,1.4978331911883498,0.32603738268222315
0.41,0.13,0.46,1.4979112480947068,0.328400033412761
0.4,0.13,0.47,1.4980295543937796,0.331962262300165
0.39,0.13,0.48,1.4981896180007104,0.33674627943518876
0.38,0.13,0.49,1.4983935234650898,0.3427822180865976
0.37,0.13,0.5,1.4986440010281274,0.35010859772447667
0.36,0.13,0.51,1.4989445206195537,0.35877292533319016
0.35,0.13,0.52,1.4992994170007727,0.36883245113109675
0.34,0.13,0.53,1.4997140547952614,0.3803550991362692
0.33,0.13,0.54,1.5001950456955566,0.39342059792008777
0.32,0.13,0.55,1.5007505352142954,0.4081218424080808
0.31,0.13,0.56,1.5013905837590253,0.4245665236496934
0.3,0.13,0.57,1.5021276778382433,0.44287906980008174
0.29,0.13,0.58,1.502977423934215,0.4632029474185708
0.28,0.13,0.59,1.5039595034752968,0.4857033760180951
0.27,0.13,0.6,1.5050990083166789,0.5105705073528357
0.26,0.13,0.61,1.5064283425257123,0.5380231076634459
0.25,0.13,0.62,1.5079899866373543,0.5683127428911883
0.24,0.13,0.63,1.5098406093054708,0.6017283772635147
0.23,0.13,0.64,1.512057344299598,0.638601100516462
0.22,0.13,0.65,1.5147476587341886,0.6793082853217518
0.21,0.13,0.66,1.5180653902992474,0.724275602041743
0.2,0.13,0.67,1.5222378029133792,0.7739734485217499
0.19,0.13,0.68,1.5276131805954305,0.8289002749892453
0.18,0.13,0.69,1.5347484709442791,0.8895361816012466
0.17,0.13,0.7,1.544578487888602,0.9562295276252832
0.16,0.13,0.71,1.558756208197963,1.028933390935301
0.15,0.13,0.72,1.5803451572507743,1.1066206547150408
0.14,0.13,0.73,1.6151114736114263,1.186145488604438
0.13,0.13,0.74,1.6730769230769416,1.260914760914769
0.12,0.13,0.75,1.7674840430023853,1.3222595467412148
0.11,0.13,0.76,1.9089176863718198,1.3658338778534618
0.1,0.13,0.77,2.103313196883343,1.3944390508689133
0.09,0.13,0.78,2.358192327230301,1.4131751941372261
0.08,0.13,0.79,2.6886426248802406,1.4258899943992622
0.07,0.13,0.8,3.122104581622827,1.4349009128826458
0.06,0.13,0.81,3.706838645943552,1.4415469191086934
0.05,0.13,0.82,4.531337314578303,1.4466176572790426
0.04,0.13,0.83,5.773684776169105,1.4505969661848273
0.03,0.13,0.84,7.850235754820867,1.453793549208136
0.02,0.13,0.85,12.010782646475615,1.4564119236607134
0.01,0.13,0.86,24.505182394286702,1.4585922032095429
0.85,0.14,0.01,24.50516704067469,1.3246648920980943
0.84,0.14,0.02,12.010711501129107,1.3226218322043206
0.83,0.14,0.03,7.850047885005173,1.3202045533195834
0.82,0.14,0.04,5.773286738742178,1.3173055957525837
0.81,0.14,0.05,4.5305824741428555,1.3137737868800774
0.8,0.14,0.06,3.7054902321809298,1.3093907202000163
0.79,0.14,0.07,3.11976709679473,1.3038314565506524
0.78,0.14,0.08,2.68462984845947,1.2965972577676432
0.77,0.14,0.09,2.3512681541365112,1.2868992340308796
0.76,0.14,0.1,2.0911989010570067,1.2734627530783311
0.75,0.14,0.11,1.88753097609538,1.2542439156795187
0.74,0.14,0.12,1.7306494226451128,1.2262360342403473
0.73,0.14,0.13,1.6151114736114272,1.1861454886044382
0.72,0.14,0.14,1.5357142857142856,1.13293650793651
0.71,0.14,0.15,1.4843991100311313,1.070094518406159
0.7,0.14,0.16,1.4518283966184504,1.0035287462386904
0.69,0.14,0.17,1.4306592867924437,0.9379620747956694
0.68,0.14,0.18,1.4163069221662659,0.8759433112604377
0.67,0.14,0.19,1.4061398036588473,0.8184982840978587
0.66,0.14,0.2,1.3986517718451947,0.7658503926569695
0.65,0.14,0.21,1.3929540469509123,0.7178518138549448
0.64,0.14,0.22,1.3885006738522798,0.6742022482256407
0.63,0.14,0.23,1.384942533130769,0.6345536711480453
0.62,0.14,0.24,1.3820479902521534,0.5985587685804143
0.61,0.14,0.25,1.3796582515162454,0.565892099771807
0.6,0.14,0.26,1.3776612989014978,0.5362581150179153
0.59,0.14,0.27,1.3759761188857649,0.5093929063137674
0.58,0.14,0.28,1.3745428397687625,0.4850630715612876
0.57,0.14,0.29,1.3733163766719878,0.46306336578760887
0.56,0.14,0.3,1.3722622251103338,0.443213965365857
0.55,0.14,0.31,1.371353608897744,0.42535774426522366
0.54,0.14,0.32,1.3705695043538393,0.4093577443234091
0.53,0.14,0.33,1.3698932451993315,0.39509491129826224
0.52,0.14,0.34,1.3693115207658038,0.3824661133647721
0.51,0.14,0.35,1.3688136460603564,0.3713824323710153
0.5,0.14,0.36,1.3683910233453296,0.3617677068134001
0.49,0.14,0.37,1.3680367411263974,0.3535573018962165
0.48,0.14,0.38,1.3677452735347067,0.34669708235501884
0.47,0.14,0.39,1.3675122544532023,0.3411425659037419
0.46,0.14,0.4,1.3673343084475522,0.33685823813630056
0.45,0.14,0.41,1.367208925905812,0.33381701292500376
0.44,0.14,0.42,1.3671343735862587,0.3319998255479384
0.43,0.14,0.43,1.3671096345514955,0.33139534883721167
0.42,0.14,0.44,1.3671343735862587,0.33199982554794083
0.41,0.14,0.45,1.3672089259058122,0.3338170129250073
0.4,0.14,0.46,1.3673343084475529,0.336858238136299
0.39,0.14,0.47,1.3675122544532035,0.34114256590374126
0.38,0.14,0.48,1.3677452735347069,0.3466970823550142
0.37,0.14,0.49,1.3680367411263976,0.35355730189621837
0.36,0.14,0.5,1.3683910233453296,0.3617677068134022
0.35,0.14,0.51,1.3688136460603557,0.3713824323710131
0.34,0.14,0.52,1.3693115207658042,0.38246611336477376
0.33,0.14,0.53,1.3698932451993309,0.395094911298262
0.32,0.14,0.54,1.3705695043538404,0.4093577443234082
0.31,0.14,0.55,1.3713536088977427,0.4253577442652201
0.3,0.14,0.56,1.3722622251103347,0.4432139653658609
0.29,0.14,0.57,1.3733163766719891,0.4630633657876151
0.28,0.14,0.58,1.3745428397687633,0.48506307156128825
0.27,0.14,0.59,1.3759761188857662,0.5093929063137673
0.26,0.14,0.6,1.377661298901498,0.5362581150179138
0.25,0.14,0.61,1.3796582515162459,0.5658920997718087
0.24,0.14,0.62,1.3820479902521512,0.5985587685804077
0.23,0.14,0.63,1.3849425331307674,0.6345536711480415
0.22,0.14,0.64,1.3885006738522798,0.6742022482256392
0.21,0.14,0.65,1.392954046950911,0.7178518138549406
0.2,0.14,0.66,1.3986517718451945,0.7658503926569691
0.19,0.14,0.67,1.4061398036588455,0.8184982840978478
0.18,0.14,0.68,1.416306922166268,0.8759433112604438
0.17,0.14,0.69,1.4306592867924426,0.937962074795668
0.16,0.14,0.7,1.4518283966184524,1.0035287462386935
0.15,0.14,0.71,1.4843991100311327,1.0700945184061648
0.14,0.14,0.72,1.5357142857142803,1.1329365079365086
0.13,0.14,0.73,1.6151114736114218,1.186145488604439
0.12,0.14,0.74,1.7306494226451217,1.2262360342403475
0.11,0.14,0.75,1.887530976095377,1.254243915679515
0.1,0.14,0.76,2.091198901056999,1.2734627530783298
0.09,0.14,0.77,2.3512681541364846,1.286899234030877
0.08,0.14,0.78,2.68462984845944,1.2965972577676392
0.07,0.14,0.79,3.119767096794733,1.303831456550654
0.06,0.14,0.8,3.7054902321809093,1.3093907202000141
0.05,0.14,0.81,4.530582474142979,1.313773786880078
0.04,0.14,0.82,5.773286738742316,1.3173055957525834
0.03,0.14,0.83,7.850047885005445,1.3202045533195808
0.02,0.14,0.84,12.010711501128785,1.3226218322043226
0.01,0.14,0.85,24.505167040674465,1.3246648920981166
0.84,0.15,0.01,24.5051539376458,1.2091317766399148
0.83,0.15,0.02,12.010651550265267,1.2072199356784765
0.82,0.15,0.03,7.849891925405295,1.204986123375199
0.81,0.15,0.04,5.772962142629741,1.2023464993455455
0.8,0.15,0.05,4.529979984868467,1.1991866817981964
0.79,0.15,0.06,3.7044418036398934,1.1953472258959548
0.78,0.15,0.07,3.118007439785693,1.1906006188223648
0.77,0.15,0.08,2.6817278258053685,1.1846141655366251
0.76,0.15,0.09,2.346502192879657,1.1768896199858332
0.75,0.15,0.1,2.083333333333334,1.1666666666666656
0.74,0.15,0.11,1.8744507157032686,1.1527810615285052
0.73,0.15,0.12,1.7089539349472238,1.1335118184774375
0.72,0.15,0.13,1.5803451572507712,1.1066206547150415
0.71,0.15,0.14,1.4843991100311305,1.0700945184061543
0.7,0.15,0.15,1.416666666666667,1.0238095238095257
0.69,0.15,0.16,1.3709879438875427,0.9704975633588306
0.68,0.15,0.17,1.3406158324035196,0.9142861283807956
0.67,0.15,0.18,1.3200879390426774,0.8586019448710879
0.66,0.15,0.19,1.3057622708621472,0.8054817482766051
0.65,0.15,0.2,1.2954054540064204,0.7558765972756314
0.64,0.15,0.21,1.2876685938793722,0.7100992632634824
0.63,0.15,0.22,1.2817227019115645,0.6681329979441355
0.62,0.15,0.23,1.277042922016824,0.6298060728405843
0.61,0.15,0.24,1.2732859468374917,0.5948834520696092
0.6,0.15,0.25,1.2702200572599407,0.5631132760733943
0.59,0.15,0.26,1.2676842947367741,0.534249647027673
0.58,0.15,0.27,1.2655639481347174,0.5080631272164966
0.57,0.15,0.28,1.263775394973885,0.4843449057779944
0.56,0.15,0.29,1.262256456842987,0.4629077467694913
0.55,0.15,0.3,1.2609600983884226,0.4435853561570322
0.54,0.15,0.31,1.259850209726203,0.42623103280665187
0.53,0.15,0.32,1.2588987207963416,0.4107160590778711
0.52,0.15,0.33,1.2580835878319014,0.39692806717975415
0.51,0.15,0.34,1.2573873637003954,0.3847694990447035
0.5,0.15,0.35,1.25679616735857,0.3741562135938101
0.49,0.15,0.36,1.2562989315605688,0.36501626118319686
0.48,0.15,0.37,1.2558868483070114,0.35728882736866296
0.47,0.15,0.38,1.2555529575480955,0.3509233395776984
0.46,0.15,0.39,1.2552918417945,0.34587872676737486
0.45,0.15,0.4,1.2550994008206886,0.3421228214015336
0.44,0.15,0.41,1.2549726885830617,0.3396318938263998
0.43,0.15,0.42,1.2549098000916157,0.3383903106503551
0.42,0.15,0.43,1.254909800091615,0.3383903106503543
0.41,0.15,0.44,1.2549726885830619,0.33963189382640124
0.4,0.15,0.45,1.2550994008206884,0.3421228214015334
0.39,0.15,0.46,1.255291841794499,0.34587872676737486
0.38,0.15,0.47,1.2555529575480957,0.3509233395776985
0.37,0.15,0.48,1.2558868483070116,0.3572888273686645
0.36,0.15,0.49,1.2562989315605686,0.3650162611831971
0.35,0.15,0.5,1.2567961673585715,0.37415621359381035
0.34,0.15,0.51,1.257387363700395,0.38476949904470514
0.33,0.15,0.52,1.2580835878319003,0.39692806717975415
0.32,0.15,0.53,1.2588987207963425,0.41071605907787356
0.31,0.15,0.54,1.2598502097262023,0.4262310328066521
0.3,0.15,0.55,1.2609600983884226,0.44358535615703176
0.29,0.15,0.56,1.2622564568429873,0.4629077467694922
0.28,0.15,0.57,1.2637753949738846,0.48434490577799505
0.27,0.15,0.58,1.2655639481347176,0.508063127216496
0.26,0.15,0.59,1.267684294736774,0.5342496470276747
0.25,0.15,0.6,1.27022005725994,0.5631132760733898
0.24,0.15,0.61,1.273285946837491,0.5948834520696127
0.23,0.15,0.62,1.2770429220168253,0.6298060728405903
0.22,0.15,0.63,1.2817227019115638,0.6681329979441343
0.21,0.15,0.64,1.2876685938793728,0.7100992632634837
0.2,0.15,0.65,1.2954054540064202,0.7558765972756301
0.19,0.15,0.66,1.3057622708621484,0.8054817482766046
0.18,0.15,0.67,1.3200879390426776,0.8586019448710884
0.17,0.15,0.68,1.340615832403521,0.9142861283807979
0.16,0.15,0.69,1.3709879438875467,0.9704975633588352
0.15,0.15,0.7,1.416666666666667,1.0238095238095237
0.14,0.15,0.71,1.4843991100311322,1.0700945184061585
0.13,0.15,0.72,1.5803451572507865,1.1066206547150415
0.12,0.15,0.73,1.708953934947235,1.133511818477437
0.11,0.15,0.74,1.8744507157032457,1.152781061528506
0.1,0.15,0.75,2.083333333333344,1.166666666666665
0.09,0.15,0.76,2.3465021928796066,1.1768896199858339
0.08,0.15,0.77,2.6817278258053987,1.1846141655366211
0.07,0.15,0.78,3.1180074397857016,1.1906006188223686
0.06,0.15,0.79,3.7044418036398565,1.1953472258959559
0.05,0.15,0.8,4.529979984868444,1.1991866817981989
0.04,0.15,0.81,5.7729621426297,1.202346499345545
0.03,0.15,0.82,7.849891925405216,1.204986123375201
0.02,0.15,0.83,12.01065155026506,1.2072199356784812
0.01,0.15,0.84,24.50515393764428,1.2091317766399152
0.83,0.16,0.01,24.505142637047058,1.1085621822303402
0.82,0.16,0.02,12.010600404288716,1.106777644491738
0.81,0.16,0.03,7.849760539950183,1.104714768691783
0.8,0.16,0.04,5.772692711533681,1.1023072884663248
0.79,0.16,0.05,4.529488583716499,1.099467112486027
0.78,0.16,0.06,3.7036044371251453,1.0960750500543393
0.77,0.16,0.07,3.116637140568493,1.0919667555354058
0.76,0.16,0.08,2.67953623692684,1.0869111314942108
0.75,0.16,0.09,2.3430341641651156,1.0805769469459967
0.74,0.16,0.1,2.077855983891112,1.0724818539467251
0.73,0.16,0.11,1.8657743950559316,1.0619186310959905
0.72,0.16,0.12,1.6951902975379887,1.0478652580175625
